DateKey,Sales Date,Month,Day,Year,MonthName,DayofWeek,WeekendorWeekday,WeeKNumber,Quarter,YearMonth,YearQuarter,YearWeekNumber,YearWeekdayOrWeekend,YearDayOfWeek
01082017,1/8/2017,1,8,2017,January,Sunday,Weekend,2,Quarter 1,2017-January,2017-Quarter 1,2017-2,2017-Weekend,2017-Sunday
01092017,1/9/2017,1,9,2017,January,Monday,Weekday,2,Quarter 1,2017-January,2017-Quarter 1,2017-2,2017-Weekday,2017-Monday
01102017,1/10/2017,1,10,2017,January,Tuesday,Weekday,2,Quarter 1,2017-January,2017-Quarter 1,2017-2,2017-Weekday,2017-Tuesday
01112017,1/11/2017,1,11,2017,January,Wednesday,Weekday,2,Quarter 1,2017-January,2017-Quarter 1,2017-2,2017-Weekday,2017-Wednesday
01122017,1/12/2017,1,12,2017,January,Thursday,Weekday,2,Quarter 1,2017-January,2017-Quarter 1,2017-2,2017-Weekday,2017-Thursday
01132017,1/13/2017,1,13,2017,January,Friday,Weekday,2,Quarter 1,2017-January,2017-Quarter 1,2017-2,2017-Weekday,2017-Friday
01142017,1/14/2017,1,14,2017,January,Saturday,Weekend,2,Quarter 1,2017-January,2017-Quarter 1,2017-2,2017-Weekend,2017-Saturday
01152017,1/15/2017,1,15,2017,January,Sunday,Weekend,3,Quarter 1,2017-January,2017-Quarter 1,2017-3,2017-Weekend,2017-Sunday
01162017,1/16/2017,1,16,2017,January,Monday,Weekday,3,Quarter 1,2017-January,2017-Quarter 1,2017-3,2017-Weekday,2017-Monday
01172017,1/17/2017,1,17,2017,January,Tuesday,Weekday,3,Quarter 1,2017-January,2017-Quarter 1,2017-3,2017-Weekday,2017-Tuesday
01182017,1/18/2017,1,18,2017,January,Wednesday,Weekday,3,Quarter 1,2017-January,2017-Quarter 1,2017-3,2017-Weekday,2017-Wednesday
01192017,1/19/2017,1,19,2017,January,Thursday,Weekday,3,Quarter 1,2017-January,2017-Quarter 1,2017-3,2017-Weekday,2017-Thursday
01202017,1/20/2017,1,20,2017,January,Friday,Weekday,3,Quarter 1,2017-January,2017-Quarter 1,2017-3,2017-Weekday,2017-Friday
01212017,1/21/2017,1,21,2017,January,Saturday,Weekend,3,Quarter 1,2017-January,2017-Quarter 1,2017-3,2017-Weekend,2017-Saturday
01222017,1/22/2017,1,22,2017,January,Sunday,Weekend,4,Quarter 1,2017-January,2017-Quarter 1,2017-4,2017-Weekend,2017-Sunday
01232017,1/23/2017,1,23,2017,January,Monday,Weekday,4,Quarter 1,2017-January,2017-Quarter 1,2017-4,2017-Weekday,2017-Monday
01242017,1/24/2017,1,24,2017,January,Tuesday,Weekday,4,Quarter 1,2017-January,2017-Quarter 1,2017-4,2017-Weekday,2017-Tuesday
01252017,1/25/2017,1,25,2017,January,Wednesday,Weekday,4,Quarter 1,2017-January,2017-Quarter 1,2017-4,2017-Weekday,2017-Wednesday
01262017,1/26/2017,1,26,2017,January,Thursday,Weekday,4,Quarter 1,2017-January,2017-Quarter 1,2017-4,2017-Weekday,2017-Thursday
01272017,1/27/2017,1,27,2017,January,Friday,Weekday,4,Quarter 1,2017-January,2017-Quarter 1,2017-4,2017-Weekday,2017-Friday
01282017,1/28/2017,1,28,2017,January,Saturday,Weekend,4,Quarter 1,2017-January,2017-Quarter 1,2017-4,2017-Weekend,2017-Saturday
01292017,1/29/2017,1,29,2017,January,Sunday,Weekend,5,Quarter 1,2017-January,2017-Quarter 1,2017-5,2017-Weekend,2017-Sunday
01302017,1/30/2017,1,30,2017,January,Monday,Weekday,5,Quarter 1,2017-January,2017-Quarter 1,2017-5,2017-Weekday,2017-Monday
01312017,1/31/2017,1,31,2017,January,Tuesday,Weekday,5,Quarter 1,2017-January,2017-Quarter 1,2017-5,2017-Weekday,2017-Tuesday
02012017,2/1/2017,2,1,2017,February,Wednesday,Weekday,5,Quarter 1,2017-February,2017-Quarter 1,2017-5,2017-Weekday,2017-Wednesday
02022017,2/2/2017,2,2,2017,February,Thursday,Weekday,5,Quarter 1,2017-February,2017-Quarter 1,2017-5,2017-Weekday,2017-Thursday
02032017,2/3/2017,2,3,2017,February,Friday,Weekday,5,Quarter 1,2017-February,2017-Quarter 1,2017-5,2017-Weekday,2017-Friday
02042017,2/4/2017,2,4,2017,February,Saturday,Weekend,5,Quarter 1,2017-February,2017-Quarter 1,2017-5,2017-Weekend,2017-Saturday
02052017,2/5/2017,2,5,2017,February,Sunday,Weekend,6,Quarter 1,2017-February,2017-Quarter 1,2017-6,2017-Weekend,2017-Sunday
02062017,2/6/2017,2,6,2017,February,Monday,Weekday,6,Quarter 1,2017-February,2017-Quarter 1,2017-6,2017-Weekday,2017-Monday
02072017,2/7/2017,2,7,2017,February,Tuesday,Weekday,6,Quarter 1,2017-February,2017-Quarter 1,2017-6,2017-Weekday,2017-Tuesday
02082017,2/8/2017,2,8,2017,February,Wednesday,Weekday,6,Quarter 1,2017-February,2017-Quarter 1,2017-6,2017-Weekday,2017-Wednesday
02092017,2/9/2017,2,9,2017,February,Thursday,Weekday,6,Quarter 1,2017-February,2017-Quarter 1,2017-6,2017-Weekday,2017-Thursday
02102017,2/10/2017,2,10,2017,February,Friday,Weekday,6,Quarter 1,2017-February,2017-Quarter 1,2017-6,2017-Weekday,2017-Friday
02112017,2/11/2017,2,11,2017,February,Saturday,Weekend,6,Quarter 1,2017-February,2017-Quarter 1,2017-6,2017-Weekend,2017-Saturday
02122017,2/12/2017,2,12,2017,February,Sunday,Weekend,7,Quarter 1,2017-February,2017-Quarter 1,2017-7,2017-Weekend,2017-Sunday
02132017,2/13/2017,2,13,2017,February,Monday,Weekday,7,Quarter 1,2017-February,2017-Quarter 1,2017-7,2017-Weekday,2017-Monday
02142017,2/14/2017,2,14,2017,February,Tuesday,Weekday,7,Quarter 1,2017-February,2017-Quarter 1,2017-7,2017-Weekday,2017-Tuesday
02152017,2/15/2017,2,15,2017,February,Wednesday,Weekday,7,Quarter 1,2017-February,2017-Quarter 1,2017-7,2017-Weekday,2017-Wednesday
02162017,2/16/2017,2,16,2017,February,Thursday,Weekday,7,Quarter 1,2017-February,2017-Quarter 1,2017-7,2017-Weekday,2017-Thursday
02172017,2/17/2017,2,17,2017,February,Friday,Weekday,7,Quarter 1,2017-February,2017-Quarter 1,2017-7,2017-Weekday,2017-Friday
02182017,2/18/2017,2,18,2017,February,Saturday,Weekend,7,Quarter 1,2017-February,2017-Quarter 1,2017-7,2017-Weekend,2017-Saturday
02192017,2/19/2017,2,19,2017,February,Sunday,Weekend,8,Quarter 1,2017-February,2017-Quarter 1,2017-8,2017-Weekend,2017-Sunday
02202017,2/20/2017,2,20,2017,February,Monday,Weekday,8,Quarter 1,2017-February,2017-Quarter 1,2017-8,2017-Weekday,2017-Monday
02212017,2/21/2017,2,21,2017,February,Tuesday,Weekday,8,Quarter 1,2017-February,2017-Quarter 1,2017-8,2017-Weekday,2017-Tuesday
02222017,2/22/2017,2,22,2017,February,Wednesday,Weekday,8,Quarter 1,2017-February,2017-Quarter 1,2017-8,2017-Weekday,2017-Wednesday
02232017,2/23/2017,2,23,2017,February,Thursday,Weekday,8,Quarter 1,2017-February,2017-Quarter 1,2017-8,2017-Weekday,2017-Thursday
02242017,2/24/2017,2,24,2017,February,Friday,Weekday,8,Quarter 1,2017-February,2017-Quarter 1,2017-8,2017-Weekday,2017-Friday
02252017,2/25/2017,2,25,2017,February,Saturday,Weekend,8,Quarter 1,2017-February,2017-Quarter 1,2017-8,2017-Weekend,2017-Saturday
02262017,2/26/2017,2,26,2017,February,Sunday,Weekend,9,Quarter 1,2017-February,2017-Quarter 1,2017-9,2017-Weekend,2017-Sunday
02272017,2/27/2017,2,27,2017,February,Monday,Weekday,9,Quarter 1,2017-February,2017-Quarter 1,2017-9,2017-Weekday,2017-Monday
02282017,2/28/2017,2,28,2017,February,Tuesday,Weekday,9,Quarter 1,2017-February,2017-Quarter 1,2017-9,2017-Weekday,2017-Tuesday
03012017,3/1/2017,3,1,2017,March,Wednesday,Weekday,9,Quarter 1,2017-March,2017-Quarter 1,2017-9,2017-Weekday,2017-Wednesday
03022017,3/2/2017,3,2,2017,March,Thursday,Weekday,9,Quarter 1,2017-March,2017-Quarter 1,2017-9,2017-Weekday,2017-Thursday
03032017,3/3/2017,3,3,2017,March,Friday,Weekday,9,Quarter 1,2017-March,2017-Quarter 1,2017-9,2017-Weekday,2017-Friday
03042017,3/4/2017,3,4,2017,March,Saturday,Weekend,9,Quarter 1,2017-March,2017-Quarter 1,2017-9,2017-Weekend,2017-Saturday
03052017,3/5/2017,3,5,2017,March,Sunday,Weekend,10,Quarter 1,2017-March,2017-Quarter 1,2017-10,2017-Weekend,2017-Sunday
03062017,3/6/2017,3,6,2017,March,Monday,Weekday,10,Quarter 1,2017-March,2017-Quarter 1,2017-10,2017-Weekday,2017-Monday
03072017,3/7/2017,3,7,2017,March,Tuesday,Weekday,10,Quarter 1,2017-March,2017-Quarter 1,2017-10,2017-Weekday,2017-Tuesday
03082017,3/8/2017,3,8,2017,March,Wednesday,Weekday,10,Quarter 1,2017-March,2017-Quarter 1,2017-10,2017-Weekday,2017-Wednesday
03092017,3/9/2017,3,9,2017,March,Thursday,Weekday,10,Quarter 1,2017-March,2017-Quarter 1,2017-10,2017-Weekday,2017-Thursday
03102017,3/10/2017,3,10,2017,March,Friday,Weekday,10,Quarter 1,2017-March,2017-Quarter 1,2017-10,2017-Weekday,2017-Friday
03112017,3/11/2017,3,11,2017,March,Saturday,Weekend,10,Quarter 1,2017-March,2017-Quarter 1,2017-10,2017-Weekend,2017-Saturday
03122017,3/12/2017,3,12,2017,March,Sunday,Weekend,11,Quarter 1,2017-March,2017-Quarter 1,2017-11,2017-Weekend,2017-Sunday
03132017,3/13/2017,3,13,2017,March,Monday,Weekday,11,Quarter 1,2017-March,2017-Quarter 1,2017-11,2017-Weekday,2017-Monday
03142017,3/14/2017,3,14,2017,March,Tuesday,Weekday,11,Quarter 1,2017-March,2017-Quarter 1,2017-11,2017-Weekday,2017-Tuesday
03152017,3/15/2017,3,15,2017,March,Wednesday,Weekday,11,Quarter 1,2017-March,2017-Quarter 1,2017-11,2017-Weekday,2017-Wednesday
03162017,3/16/2017,3,16,2017,March,Thursday,Weekday,11,Quarter 1,2017-March,2017-Quarter 1,2017-11,2017-Weekday,2017-Thursday
03172017,3/17/2017,3,17,2017,March,Friday,Weekday,11,Quarter 1,2017-March,2017-Quarter 1,2017-11,2017-Weekday,2017-Friday
03182017,3/18/2017,3,18,2017,March,Saturday,Weekend,11,Quarter 1,2017-March,2017-Quarter 1,2017-11,2017-Weekend,2017-Saturday
03192017,3/19/2017,3,19,2017,March,Sunday,Weekend,12,Quarter 1,2017-March,2017-Quarter 1,2017-12,2017-Weekend,2017-Sunday
03202017,3/20/2017,3,20,2017,March,Monday,Weekday,12,Quarter 1,2017-March,2017-Quarter 1,2017-12,2017-Weekday,2017-Monday
03212017,3/21/2017,3,21,2017,March,Tuesday,Weekday,12,Quarter 1,2017-March,2017-Quarter 1,2017-12,2017-Weekday,2017-Tuesday
03222017,3/22/2017,3,22,2017,March,Wednesday,Weekday,12,Quarter 1,2017-March,2017-Quarter 1,2017-12,2017-Weekday,2017-Wednesday
03232017,3/23/2017,3,23,2017,March,Thursday,Weekday,12,Quarter 1,2017-March,2017-Quarter 1,2017-12,2017-Weekday,2017-Thursday
03242017,3/24/2017,3,24,2017,March,Friday,Weekday,12,Quarter 1,2017-March,2017-Quarter 1,2017-12,2017-Weekday,2017-Friday
03252017,3/25/2017,3,25,2017,March,Saturday,Weekend,12,Quarter 1,2017-March,2017-Quarter 1,2017-12,2017-Weekend,2017-Saturday
03262017,3/26/2017,3,26,2017,March,Sunday,Weekend,13,Quarter 1,2017-March,2017-Quarter 1,2017-13,2017-Weekend,2017-Sunday
03272017,3/27/2017,3,27,2017,March,Monday,Weekday,13,Quarter 1,2017-March,2017-Quarter 1,2017-13,2017-Weekday,2017-Monday
03282017,3/28/2017,3,28,2017,March,Tuesday,Weekday,13,Quarter 1,2017-March,2017-Quarter 1,2017-13,2017-Weekday,2017-Tuesday
03292017,3/29/2017,3,29,2017,March,Wednesday,Weekday,13,Quarter 1,2017-March,2017-Quarter 1,2017-13,2017-Weekday,2017-Wednesday
03302017,3/30/2017,3,30,2017,March,Thursday,Weekday,13,Quarter 1,2017-March,2017-Quarter 1,2017-13,2017-Weekday,2017-Thursday
03312017,3/31/2017,3,31,2017,March,Friday,Weekday,13,Quarter 1,2017-March,2017-Quarter 1,2017-13,2017-Weekday,2017-Friday
04012017,4/1/2017,4,1,2017,April,Saturday,Weekend,13,Quarter 2,2017-April,2017-Quarter 2,2017-13,2017-Weekend,2017-Saturday
04022017,4/2/2017,4,2,2017,April,Sunday,Weekend,14,Quarter 2,2017-April,2017-Quarter 2,2017-14,2017-Weekend,2017-Sunday
04032017,4/3/2017,4,3,2017,April,Monday,Weekday,14,Quarter 2,2017-April,2017-Quarter 2,2017-14,2017-Weekday,2017-Monday
04042017,4/4/2017,4,4,2017,April,Tuesday,Weekday,14,Quarter 2,2017-April,2017-Quarter 2,2017-14,2017-Weekday,2017-Tuesday
04052017,4/5/2017,4,5,2017,April,Wednesday,Weekday,14,Quarter 2,2017-April,2017-Quarter 2,2017-14,2017-Weekday,2017-Wednesday
04062017,4/6/2017,4,6,2017,April,Thursday,Weekday,14,Quarter 2,2017-April,2017-Quarter 2,2017-14,2017-Weekday,2017-Thursday
04072017,4/7/2017,4,7,2017,April,Friday,Weekday,14,Quarter 2,2017-April,2017-Quarter 2,2017-14,2017-Weekday,2017-Friday
04082017,4/8/2017,4,8,2017,April,Saturday,Weekend,14,Quarter 2,2017-April,2017-Quarter 2,2017-14,2017-Weekend,2017-Saturday
04092017,4/9/2017,4,9,2017,April,Sunday,Weekend,15,Quarter 2,2017-April,2017-Quarter 2,2017-15,2017-Weekend,2017-Sunday
04102017,4/10/2017,4,10,2017,April,Monday,Weekday,15,Quarter 2,2017-April,2017-Quarter 2,2017-15,2017-Weekday,2017-Monday
04112017,4/11/2017,4,11,2017,April,Tuesday,Weekday,15,Quarter 2,2017-April,2017-Quarter 2,2017-15,2017-Weekday,2017-Tuesday
04122017,4/12/2017,4,12,2017,April,Wednesday,Weekday,15,Quarter 2,2017-April,2017-Quarter 2,2017-15,2017-Weekday,2017-Wednesday
04132017,4/13/2017,4,13,2017,April,Thursday,Weekday,15,Quarter 2,2017-April,2017-Quarter 2,2017-15,2017-Weekday,2017-Thursday
04142017,4/14/2017,4,14,2017,April,Friday,Weekday,15,Quarter 2,2017-April,2017-Quarter 2,2017-15,2017-Weekday,2017-Friday
04152017,4/15/2017,4,15,2017,April,Saturday,Weekend,15,Quarter 2,2017-April,2017-Quarter 2,2017-15,2017-Weekend,2017-Saturday
04162017,4/16/2017,4,16,2017,April,Sunday,Weekend,16,Quarter 2,2017-April,2017-Quarter 2,2017-16,2017-Weekend,2017-Sunday
04172017,4/17/2017,4,17,2017,April,Monday,Weekday,16,Quarter 2,2017-April,2017-Quarter 2,2017-16,2017-Weekday,2017-Monday
04182017,4/18/2017,4,18,2017,April,Tuesday,Weekday,16,Quarter 2,2017-April,2017-Quarter 2,2017-16,2017-Weekday,2017-Tuesday
04192017,4/19/2017,4,19,2017,April,Wednesday,Weekday,16,Quarter 2,2017-April,2017-Quarter 2,2017-16,2017-Weekday,2017-Wednesday
04202017,4/20/2017,4,20,2017,April,Thursday,Weekday,16,Quarter 2,2017-April,2017-Quarter 2,2017-16,2017-Weekday,2017-Thursday
04212017,4/21/2017,4,21,2017,April,Friday,Weekday,16,Quarter 2,2017-April,2017-Quarter 2,2017-16,2017-Weekday,2017-Friday
04222017,4/22/2017,4,22,2017,April,Saturday,Weekend,16,Quarter 2,2017-April,2017-Quarter 2,2017-16,2017-Weekend,2017-Saturday
04232017,4/23/2017,4,23,2017,April,Sunday,Weekend,17,Quarter 2,2017-April,2017-Quarter 2,2017-17,2017-Weekend,2017-Sunday
04242017,4/24/2017,4,24,2017,April,Monday,Weekday,17,Quarter 2,2017-April,2017-Quarter 2,2017-17,2017-Weekday,2017-Monday
04252017,4/25/2017,4,25,2017,April,Tuesday,Weekday,17,Quarter 2,2017-April,2017-Quarter 2,2017-17,2017-Weekday,2017-Tuesday
04262017,4/26/2017,4,26,2017,April,Wednesday,Weekday,17,Quarter 2,2017-April,2017-Quarter 2,2017-17,2017-Weekday,2017-Wednesday
04272017,4/27/2017,4,27,2017,April,Thursday,Weekday,17,Quarter 2,2017-April,2017-Quarter 2,2017-17,2017-Weekday,2017-Thursday
04282017,4/28/2017,4,28,2017,April,Friday,Weekday,17,Quarter 2,2017-April,2017-Quarter 2,2017-17,2017-Weekday,2017-Friday
04292017,4/29/2017,4,29,2017,April,Saturday,Weekend,17,Quarter 2,2017-April,2017-Quarter 2,2017-17,2017-Weekend,2017-Saturday
04302017,4/30/2017,4,30,2017,April,Sunday,Weekend,18,Quarter 2,2017-April,2017-Quarter 2,2017-18,2017-Weekend,2017-Sunday
05012017,5/1/2017,5,1,2017,May,Monday,Weekday,18,Quarter 2,2017-May,2017-Quarter 2,2017-18,2017-Weekday,2017-Monday
05022017,5/2/2017,5,2,2017,May,Tuesday,Weekday,18,Quarter 2,2017-May,2017-Quarter 2,2017-18,2017-Weekday,2017-Tuesday
05032017,5/3/2017,5,3,2017,May,Wednesday,Weekday,18,Quarter 2,2017-May,2017-Quarter 2,2017-18,2017-Weekday,2017-Wednesday
05042017,5/4/2017,5,4,2017,May,Thursday,Weekday,18,Quarter 2,2017-May,2017-Quarter 2,2017-18,2017-Weekday,2017-Thursday
05052017,5/5/2017,5,5,2017,May,Friday,Weekday,18,Quarter 2,2017-May,2017-Quarter 2,2017-18,2017-Weekday,2017-Friday
05062017,5/6/2017,5,6,2017,May,Saturday,Weekend,18,Quarter 2,2017-May,2017-Quarter 2,2017-18,2017-Weekend,2017-Saturday
05072017,5/7/2017,5,7,2017,May,Sunday,Weekend,19,Quarter 2,2017-May,2017-Quarter 2,2017-19,2017-Weekend,2017-Sunday
05082017,5/8/2017,5,8,2017,May,Monday,Weekday,19,Quarter 2,2017-May,2017-Quarter 2,2017-19,2017-Weekday,2017-Monday
05092017,5/9/2017,5,9,2017,May,Tuesday,Weekday,19,Quarter 2,2017-May,2017-Quarter 2,2017-19,2017-Weekday,2017-Tuesday
05102017,5/10/2017,5,10,2017,May,Wednesday,Weekday,19,Quarter 2,2017-May,2017-Quarter 2,2017-19,2017-Weekday,2017-Wednesday
05112017,5/11/2017,5,11,2017,May,Thursday,Weekday,19,Quarter 2,2017-May,2017-Quarter 2,2017-19,2017-Weekday,2017-Thursday
05122017,5/12/2017,5,12,2017,May,Friday,Weekday,19,Quarter 2,2017-May,2017-Quarter 2,2017-19,2017-Weekday,2017-Friday
05132017,5/13/2017,5,13,2017,May,Saturday,Weekend,19,Quarter 2,2017-May,2017-Quarter 2,2017-19,2017-Weekend,2017-Saturday
05142017,5/14/2017,5,14,2017,May,Sunday,Weekend,20,Quarter 2,2017-May,2017-Quarter 2,2017-20,2017-Weekend,2017-Sunday
05152017,5/15/2017,5,15,2017,May,Monday,Weekday,20,Quarter 2,2017-May,2017-Quarter 2,2017-20,2017-Weekday,2017-Monday
05162017,5/16/2017,5,16,2017,May,Tuesday,Weekday,20,Quarter 2,2017-May,2017-Quarter 2,2017-20,2017-Weekday,2017-Tuesday
05172017,5/17/2017,5,17,2017,May,Wednesday,Weekday,20,Quarter 2,2017-May,2017-Quarter 2,2017-20,2017-Weekday,2017-Wednesday
05182017,5/18/2017,5,18,2017,May,Thursday,Weekday,20,Quarter 2,2017-May,2017-Quarter 2,2017-20,2017-Weekday,2017-Thursday
05192017,5/19/2017,5,19,2017,May,Friday,Weekday,20,Quarter 2,2017-May,2017-Quarter 2,2017-20,2017-Weekday,2017-Friday
05202017,5/20/2017,5,20,2017,May,Saturday,Weekend,20,Quarter 2,2017-May,2017-Quarter 2,2017-20,2017-Weekend,2017-Saturday
05212017,5/21/2017,5,21,2017,May,Sunday,Weekend,21,Quarter 2,2017-May,2017-Quarter 2,2017-21,2017-Weekend,2017-Sunday
05222017,5/22/2017,5,22,2017,May,Monday,Weekday,21,Quarter 2,2017-May,2017-Quarter 2,2017-21,2017-Weekday,2017-Monday
05232017,5/23/2017,5,23,2017,May,Tuesday,Weekday,21,Quarter 2,2017-May,2017-Quarter 2,2017-21,2017-Weekday,2017-Tuesday
05242017,5/24/2017,5,24,2017,May,Wednesday,Weekday,21,Quarter 2,2017-May,2017-Quarter 2,2017-21,2017-Weekday,2017-Wednesday
05252017,5/25/2017,5,25,2017,May,Thursday,Weekday,21,Quarter 2,2017-May,2017-Quarter 2,2017-21,2017-Weekday,2017-Thursday
05262017,5/26/2017,5,26,2017,May,Friday,Weekday,21,Quarter 2,2017-May,2017-Quarter 2,2017-21,2017-Weekday,2017-Friday
05272017,5/27/2017,5,27,2017,May,Saturday,Weekend,21,Quarter 2,2017-May,2017-Quarter 2,2017-21,2017-Weekend,2017-Saturday
05282017,5/28/2017,5,28,2017,May,Sunday,Weekend,22,Quarter 2,2017-May,2017-Quarter 2,2017-22,2017-Weekend,2017-Sunday
05292017,5/29/2017,5,29,2017,May,Monday,Weekday,22,Quarter 2,2017-May,2017-Quarter 2,2017-22,2017-Weekday,2017-Monday
05302017,5/30/2017,5,30,2017,May,Tuesday,Weekday,22,Quarter 2,2017-May,2017-Quarter 2,2017-22,2017-Weekday,2017-Tuesday
05312017,5/31/2017,5,31,2017,May,Wednesday,Weekday,22,Quarter 2,2017-May,2017-Quarter 2,2017-22,2017-Weekday,2017-Wednesday
06012017,6/1/2017,6,1,2017,June,Thursday,Weekday,22,Quarter 2,2017-June,2017-Quarter 2,2017-22,2017-Weekday,2017-Thursday
06022017,6/2/2017,6,2,2017,June,Friday,Weekday,22,Quarter 2,2017-June,2017-Quarter 2,2017-22,2017-Weekday,2017-Friday
06032017,6/3/2017,6,3,2017,June,Saturday,Weekend,22,Quarter 2,2017-June,2017-Quarter 2,2017-22,2017-Weekend,2017-Saturday
06042017,6/4/2017,6,4,2017,June,Sunday,Weekend,23,Quarter 2,2017-June,2017-Quarter 2,2017-23,2017-Weekend,2017-Sunday
06052017,6/5/2017,6,5,2017,June,Monday,Weekday,23,Quarter 2,2017-June,2017-Quarter 2,2017-23,2017-Weekday,2017-Monday
06062017,6/6/2017,6,6,2017,June,Tuesday,Weekday,23,Quarter 2,2017-June,2017-Quarter 2,2017-23,2017-Weekday,2017-Tuesday
06072017,6/7/2017,6,7,2017,June,Wednesday,Weekday,23,Quarter 2,2017-June,2017-Quarter 2,2017-23,2017-Weekday,2017-Wednesday
06082017,6/8/2017,6,8,2017,June,Thursday,Weekday,23,Quarter 2,2017-June,2017-Quarter 2,2017-23,2017-Weekday,2017-Thursday
06092017,6/9/2017,6,9,2017,June,Friday,Weekday,23,Quarter 2,2017-June,2017-Quarter 2,2017-23,2017-Weekday,2017-Friday
06102017,6/10/2017,6,10,2017,June,Saturday,Weekend,23,Quarter 2,2017-June,2017-Quarter 2,2017-23,2017-Weekend,2017-Saturday
06112017,6/11/2017,6,11,2017,June,Sunday,Weekend,24,Quarter 2,2017-June,2017-Quarter 2,2017-24,2017-Weekend,2017-Sunday
06122017,6/12/2017,6,12,2017,June,Monday,Weekday,24,Quarter 2,2017-June,2017-Quarter 2,2017-24,2017-Weekday,2017-Monday
06132017,6/13/2017,6,13,2017,June,Tuesday,Weekday,24,Quarter 2,2017-June,2017-Quarter 2,2017-24,2017-Weekday,2017-Tuesday
06142017,6/14/2017,6,14,2017,June,Wednesday,Weekday,24,Quarter 2,2017-June,2017-Quarter 2,2017-24,2017-Weekday,2017-Wednesday
06152017,6/15/2017,6,15,2017,June,Thursday,Weekday,24,Quarter 2,2017-June,2017-Quarter 2,2017-24,2017-Weekday,2017-Thursday
06162017,6/16/2017,6,16,2017,June,Friday,Weekday,24,Quarter 2,2017-June,2017-Quarter 2,2017-24,2017-Weekday,2017-Friday
06172017,6/17/2017,6,17,2017,June,Saturday,Weekend,24,Quarter 2,2017-June,2017-Quarter 2,2017-24,2017-Weekend,2017-Saturday
06182017,6/18/2017,6,18,2017,June,Sunday,Weekend,25,Quarter 2,2017-June,2017-Quarter 2,2017-25,2017-Weekend,2017-Sunday
06192017,6/19/2017,6,19,2017,June,Monday,Weekday,25,Quarter 2,2017-June,2017-Quarter 2,2017-25,2017-Weekday,2017-Monday
06202017,6/20/2017,6,20,2017,June,Tuesday,Weekday,25,Quarter 2,2017-June,2017-Quarter 2,2017-25,2017-Weekday,2017-Tuesday
06212017,6/21/2017,6,21,2017,June,Wednesday,Weekday,25,Quarter 2,2017-June,2017-Quarter 2,2017-25,2017-Weekday,2017-Wednesday
06222017,6/22/2017,6,22,2017,June,Thursday,Weekday,25,Quarter 2,2017-June,2017-Quarter 2,2017-25,2017-Weekday,2017-Thursday
06232017,6/23/2017,6,23,2017,June,Friday,Weekday,25,Quarter 2,2017-June,2017-Quarter 2,2017-25,2017-Weekday,2017-Friday
06242017,6/24/2017,6,24,2017,June,Saturday,Weekend,25,Quarter 2,2017-June,2017-Quarter 2,2017-25,2017-Weekend,2017-Saturday
06252017,6/25/2017,6,25,2017,June,Sunday,Weekend,26,Quarter 2,2017-June,2017-Quarter 2,2017-26,2017-Weekend,2017-Sunday
06262017,6/26/2017,6,26,2017,June,Monday,Weekday,26,Quarter 2,2017-June,2017-Quarter 2,2017-26,2017-Weekday,2017-Monday
06272017,6/27/2017,6,27,2017,June,Tuesday,Weekday,26,Quarter 2,2017-June,2017-Quarter 2,2017-26,2017-Weekday,2017-Tuesday
06282017,6/28/2017,6,28,2017,June,Wednesday,Weekday,26,Quarter 2,2017-June,2017-Quarter 2,2017-26,2017-Weekday,2017-Wednesday
06292017,6/29/2017,6,29,2017,June,Thursday,Weekday,26,Quarter 2,2017-June,2017-Quarter 2,2017-26,2017-Weekday,2017-Thursday
06302017,6/30/2017,6,30,2017,June,Friday,Weekday,26,Quarter 2,2017-June,2017-Quarter 2,2017-26,2017-Weekday,2017-Friday
07012017,7/1/2017,7,1,2017,July,Saturday,Weekend,26,Quarter 3,2017-July,2017-Quarter 3,2017-26,2017-Weekend,2017-Saturday
07022017,7/2/2017,7,2,2017,July,Sunday,Weekend,27,Quarter 3,2017-July,2017-Quarter 3,2017-27,2017-Weekend,2017-Sunday
07032017,7/3/2017,7,3,2017,July,Monday,Weekday,27,Quarter 3,2017-July,2017-Quarter 3,2017-27,2017-Weekday,2017-Monday
07042017,7/4/2017,7,4,2017,July,Tuesday,Weekday,27,Quarter 3,2017-July,2017-Quarter 3,2017-27,2017-Weekday,2017-Tuesday
07052017,7/5/2017,7,5,2017,July,Wednesday,Weekday,27,Quarter 3,2017-July,2017-Quarter 3,2017-27,2017-Weekday,2017-Wednesday
07062017,7/6/2017,7,6,2017,July,Thursday,Weekday,27,Quarter 3,2017-July,2017-Quarter 3,2017-27,2017-Weekday,2017-Thursday
07072017,7/7/2017,7,7,2017,July,Friday,Weekday,27,Quarter 3,2017-July,2017-Quarter 3,2017-27,2017-Weekday,2017-Friday
07082017,7/8/2017,7,8,2017,July,Saturday,Weekend,27,Quarter 3,2017-July,2017-Quarter 3,2017-27,2017-Weekend,2017-Saturday
07092017,7/9/2017,7,9,2017,July,Sunday,Weekend,28,Quarter 3,2017-July,2017-Quarter 3,2017-28,2017-Weekend,2017-Sunday
07102017,7/10/2017,7,10,2017,July,Monday,Weekday,28,Quarter 3,2017-July,2017-Quarter 3,2017-28,2017-Weekday,2017-Monday
07112017,7/11/2017,7,11,2017,July,Tuesday,Weekday,28,Quarter 3,2017-July,2017-Quarter 3,2017-28,2017-Weekday,2017-Tuesday
