DateKey,Sales Date,Month,Day,Year,MonthName,DayofWeek,WeekendorWeekday,WeeKNumber,Quarter,YearMonth,YearQuarter,YearWeekNumber,YearWeekdayOrWeekend,YearDayOfWeek
12232015,12/23/2015,12,23,2015,December,Wednesday,Weekday,52,Quarter 4,2015-December,2015-Quarter 4,2015-52,2015-Weekday,2015-Wednesday
12242015,12/24/2015,12,24,2015,December,Thursday,Weekday,52,Quarter 4,2015-December,2015-Quarter 4,2015-52,2015-Weekday,2015-Thursday
12252015,12/25/2015,12,25,2015,December,Friday,Weekday,52,Quarter 4,2015-December,2015-Quarter 4,2015-52,2015-Weekday,2015-Friday
12262015,12/26/2015,12,26,2015,December,Saturday,Weekend,52,Quarter 4,2015-December,2015-Quarter 4,2015-52,2015-Weekend,2015-Saturday
12272015,12/27/2015,12,27,2015,December,Sunday,Weekend,53,Quarter 4,2015-December,2015-Quarter 4,2015-53,2015-Weekend,2015-Sunday
12282015,12/28/2015,12,28,2015,December,Monday,Weekday,53,Quarter 4,2015-December,2015-Quarter 4,2015-53,2015-Weekday,2015-Monday
12292015,12/29/2015,12,29,2015,December,Tuesday,Weekday,53,Quarter 4,2015-December,2015-Quarter 4,2015-53,2015-Weekday,2015-Tuesday
12302015,12/30/2015,12,30,2015,December,Wednesday,Weekday,53,Quarter 4,2015-December,2015-Quarter 4,2015-53,2015-Weekday,2015-Wednesday
12312015,12/31/2015,12,31,2015,December,Thursday,Weekday,53,Quarter 4,2015-December,2015-Quarter 4,2015-53,2015-Weekday,2015-Thursday
01012016,1/1/2016,1,1,2016,January,Friday,Weekday,1,Quarter 1,2016-January,2016-Quarter 1,2016-1,2016-Weekday,2016-Friday
01022016,1/2/2016,1,2,2016,January,Saturday,Weekend,1,Quarter 1,2016-January,2016-Quarter 1,2016-1,2016-Weekend,2016-Saturday
01032016,1/3/2016,1,3,2016,January,Sunday,Weekend,2,Quarter 1,2016-January,2016-Quarter 1,2016-2,2016-Weekend,2016-Sunday
01042016,1/4/2016,1,4,2016,January,Monday,Weekday,2,Quarter 1,2016-January,2016-Quarter 1,2016-2,2016-Weekday,2016-Monday
01052016,1/5/2016,1,5,2016,January,Tuesday,Weekday,2,Quarter 1,2016-January,2016-Quarter 1,2016-2,2016-Weekday,2016-Tuesday
01062016,1/6/2016,1,6,2016,January,Wednesday,Weekday,2,Quarter 1,2016-January,2016-Quarter 1,2016-2,2016-Weekday,2016-Wednesday
01072016,1/7/2016,1,7,2016,January,Thursday,Weekday,2,Quarter 1,2016-January,2016-Quarter 1,2016-2,2016-Weekday,2016-Thursday
01082016,1/8/2016,1,8,2016,January,Friday,Weekday,2,Quarter 1,2016-January,2016-Quarter 1,2016-2,2016-Weekday,2016-Friday
01092016,1/9/2016,1,9,2016,January,Saturday,Weekend,2,Quarter 1,2016-January,2016-Quarter 1,2016-2,2016-Weekend,2016-Saturday
01102016,1/10/2016,1,10,2016,January,Sunday,Weekend,3,Quarter 1,2016-January,2016-Quarter 1,2016-3,2016-Weekend,2016-Sunday
01112016,1/11/2016,1,11,2016,January,Monday,Weekday,3,Quarter 1,2016-January,2016-Quarter 1,2016-3,2016-Weekday,2016-Monday
01122016,1/12/2016,1,12,2016,January,Tuesday,Weekday,3,Quarter 1,2016-January,2016-Quarter 1,2016-3,2016-Weekday,2016-Tuesday
01132016,1/13/2016,1,13,2016,January,Wednesday,Weekday,3,Quarter 1,2016-January,2016-Quarter 1,2016-3,2016-Weekday,2016-Wednesday
01142016,1/14/2016,1,14,2016,January,Thursday,Weekday,3,Quarter 1,2016-January,2016-Quarter 1,2016-3,2016-Weekday,2016-Thursday
01152016,1/15/2016,1,15,2016,January,Friday,Weekday,3,Quarter 1,2016-January,2016-Quarter 1,2016-3,2016-Weekday,2016-Friday
01162016,1/16/2016,1,16,2016,January,Saturday,Weekend,3,Quarter 1,2016-January,2016-Quarter 1,2016-3,2016-Weekend,2016-Saturday
01172016,1/17/2016,1,17,2016,January,Sunday,Weekend,4,Quarter 1,2016-January,2016-Quarter 1,2016-4,2016-Weekend,2016-Sunday
01182016,1/18/2016,1,18,2016,January,Monday,Weekday,4,Quarter 1,2016-January,2016-Quarter 1,2016-4,2016-Weekday,2016-Monday
01192016,1/19/2016,1,19,2016,January,Tuesday,Weekday,4,Quarter 1,2016-January,2016-Quarter 1,2016-4,2016-Weekday,2016-Tuesday
01202016,1/20/2016,1,20,2016,January,Wednesday,Weekday,4,Quarter 1,2016-January,2016-Quarter 1,2016-4,2016-Weekday,2016-Wednesday
01212016,1/21/2016,1,21,2016,January,Thursday,Weekday,4,Quarter 1,2016-January,2016-Quarter 1,2016-4,2016-Weekday,2016-Thursday
01222016,1/22/2016,1,22,2016,January,Friday,Weekday,4,Quarter 1,2016-January,2016-Quarter 1,2016-4,2016-Weekday,2016-Friday
01232016,1/23/2016,1,23,2016,January,Saturday,Weekend,4,Quarter 1,2016-January,2016-Quarter 1,2016-4,2016-Weekend,2016-Saturday
01242016,1/24/2016,1,24,2016,January,Sunday,Weekend,5,Quarter 1,2016-January,2016-Quarter 1,2016-5,2016-Weekend,2016-Sunday
01252016,1/25/2016,1,25,2016,January,Monday,Weekday,5,Quarter 1,2016-January,2016-Quarter 1,2016-5,2016-Weekday,2016-Monday
01262016,1/26/2016,1,26,2016,January,Tuesday,Weekday,5,Quarter 1,2016-January,2016-Quarter 1,2016-5,2016-Weekday,2016-Tuesday
01272016,1/27/2016,1,27,2016,January,Wednesday,Weekday,5,Quarter 1,2016-January,2016-Quarter 1,2016-5,2016-Weekday,2016-Wednesday
01282016,1/28/2016,1,28,2016,January,Thursday,Weekday,5,Quarter 1,2016-January,2016-Quarter 1,2016-5,2016-Weekday,2016-Thursday
01292016,1/29/2016,1,29,2016,January,Friday,Weekday,5,Quarter 1,2016-January,2016-Quarter 1,2016-5,2016-Weekday,2016-Friday
01302016,1/30/2016,1,30,2016,January,Saturday,Weekend,5,Quarter 1,2016-January,2016-Quarter 1,2016-5,2016-Weekend,2016-Saturday
01312016,1/31/2016,1,31,2016,January,Sunday,Weekend,6,Quarter 1,2016-January,2016-Quarter 1,2016-6,2016-Weekend,2016-Sunday
02012016,2/1/2016,2,1,2016,February,Monday,Weekday,6,Quarter 1,2016-February,2016-Quarter 1,2016-6,2016-Weekday,2016-Monday
02022016,2/2/2016,2,2,2016,February,Tuesday,Weekday,6,Quarter 1,2016-February,2016-Quarter 1,2016-6,2016-Weekday,2016-Tuesday
02032016,2/3/2016,2,3,2016,February,Wednesday,Weekday,6,Quarter 1,2016-February,2016-Quarter 1,2016-6,2016-Weekday,2016-Wednesday
02042016,2/4/2016,2,4,2016,February,Thursday,Weekday,6,Quarter 1,2016-February,2016-Quarter 1,2016-6,2016-Weekday,2016-Thursday
02052016,2/5/2016,2,5,2016,February,Friday,Weekday,6,Quarter 1,2016-February,2016-Quarter 1,2016-6,2016-Weekday,2016-Friday
02062016,2/6/2016,2,6,2016,February,Saturday,Weekend,6,Quarter 1,2016-February,2016-Quarter 1,2016-6,2016-Weekend,2016-Saturday
02072016,2/7/2016,2,7,2016,February,Sunday,Weekend,7,Quarter 1,2016-February,2016-Quarter 1,2016-7,2016-Weekend,2016-Sunday
02082016,2/8/2016,2,8,2016,February,Monday,Weekday,7,Quarter 1,2016-February,2016-Quarter 1,2016-7,2016-Weekday,2016-Monday
02092016,2/9/2016,2,9,2016,February,Tuesday,Weekday,7,Quarter 1,2016-February,2016-Quarter 1,2016-7,2016-Weekday,2016-Tuesday
02102016,2/10/2016,2,10,2016,February,Wednesday,Weekday,7,Quarter 1,2016-February,2016-Quarter 1,2016-7,2016-Weekday,2016-Wednesday
02112016,2/11/2016,2,11,2016,February,Thursday,Weekday,7,Quarter 1,2016-February,2016-Quarter 1,2016-7,2016-Weekday,2016-Thursday
02122016,2/12/2016,2,12,2016,February,Friday,Weekday,7,Quarter 1,2016-February,2016-Quarter 1,2016-7,2016-Weekday,2016-Friday
02132016,2/13/2016,2,13,2016,February,Saturday,Weekend,7,Quarter 1,2016-February,2016-Quarter 1,2016-7,2016-Weekend,2016-Saturday
02142016,2/14/2016,2,14,2016,February,Sunday,Weekend,8,Quarter 1,2016-February,2016-Quarter 1,2016-8,2016-Weekend,2016-Sunday
02152016,2/15/2016,2,15,2016,February,Monday,Weekday,8,Quarter 1,2016-February,2016-Quarter 1,2016-8,2016-Weekday,2016-Monday
02162016,2/16/2016,2,16,2016,February,Tuesday,Weekday,8,Quarter 1,2016-February,2016-Quarter 1,2016-8,2016-Weekday,2016-Tuesday
02172016,2/17/2016,2,17,2016,February,Wednesday,Weekday,8,Quarter 1,2016-February,2016-Quarter 1,2016-8,2016-Weekday,2016-Wednesday
02182016,2/18/2016,2,18,2016,February,Thursday,Weekday,8,Quarter 1,2016-February,2016-Quarter 1,2016-8,2016-Weekday,2016-Thursday
02192016,2/19/2016,2,19,2016,February,Friday,Weekday,8,Quarter 1,2016-February,2016-Quarter 1,2016-8,2016-Weekday,2016-Friday
02202016,2/20/2016,2,20,2016,February,Saturday,Weekend,8,Quarter 1,2016-February,2016-Quarter 1,2016-8,2016-Weekend,2016-Saturday
02212016,2/21/2016,2,21,2016,February,Sunday,Weekend,9,Quarter 1,2016-February,2016-Quarter 1,2016-9,2016-Weekend,2016-Sunday
02222016,2/22/2016,2,22,2016,February,Monday,Weekday,9,Quarter 1,2016-February,2016-Quarter 1,2016-9,2016-Weekday,2016-Monday
02232016,2/23/2016,2,23,2016,February,Tuesday,Weekday,9,Quarter 1,2016-February,2016-Quarter 1,2016-9,2016-Weekday,2016-Tuesday
02242016,2/24/2016,2,24,2016,February,Wednesday,Weekday,9,Quarter 1,2016-February,2016-Quarter 1,2016-9,2016-Weekday,2016-Wednesday
02252016,2/25/2016,2,25,2016,February,Thursday,Weekday,9,Quarter 1,2016-February,2016-Quarter 1,2016-9,2016-Weekday,2016-Thursday
02262016,2/26/2016,2,26,2016,February,Friday,Weekday,9,Quarter 1,2016-February,2016-Quarter 1,2016-9,2016-Weekday,2016-Friday
02272016,2/27/2016,2,27,2016,February,Saturday,Weekend,9,Quarter 1,2016-February,2016-Quarter 1,2016-9,2016-Weekend,2016-Saturday
02282016,2/28/2016,2,28,2016,February,Sunday,Weekend,10,Quarter 1,2016-February,2016-Quarter 1,2016-10,2016-Weekend,2016-Sunday
02292016,2/29/2016,2,29,2016,February,Monday,Weekday,10,Quarter 1,2016-February,2016-Quarter 1,2016-10,2016-Weekday,2016-Monday
03012016,3/1/2016,3,1,2016,March,Tuesday,Weekday,10,Quarter 1,2016-March,2016-Quarter 1,2016-10,2016-Weekday,2016-Tuesday
03022016,3/2/2016,3,2,2016,March,Wednesday,Weekday,10,Quarter 1,2016-March,2016-Quarter 1,2016-10,2016-Weekday,2016-Wednesday
03032016,3/3/2016,3,3,2016,March,Thursday,Weekday,10,Quarter 1,2016-March,2016-Quarter 1,2016-10,2016-Weekday,2016-Thursday
03042016,3/4/2016,3,4,2016,March,Friday,Weekday,10,Quarter 1,2016-March,2016-Quarter 1,2016-10,2016-Weekday,2016-Friday
03052016,3/5/2016,3,5,2016,March,Saturday,Weekend,10,Quarter 1,2016-March,2016-Quarter 1,2016-10,2016-Weekend,2016-Saturday
03062016,3/6/2016,3,6,2016,March,Sunday,Weekend,11,Quarter 1,2016-March,2016-Quarter 1,2016-11,2016-Weekend,2016-Sunday
03072016,3/7/2016,3,7,2016,March,Monday,Weekday,11,Quarter 1,2016-March,2016-Quarter 1,2016-11,2016-Weekday,2016-Monday
03082016,3/8/2016,3,8,2016,March,Tuesday,Weekday,11,Quarter 1,2016-March,2016-Quarter 1,2016-11,2016-Weekday,2016-Tuesday
03092016,3/9/2016,3,9,2016,March,Wednesday,Weekday,11,Quarter 1,2016-March,2016-Quarter 1,2016-11,2016-Weekday,2016-Wednesday
03102016,3/10/2016,3,10,2016,March,Thursday,Weekday,11,Quarter 1,2016-March,2016-Quarter 1,2016-11,2016-Weekday,2016-Thursday
03112016,3/11/2016,3,11,2016,March,Friday,Weekday,11,Quarter 1,2016-March,2016-Quarter 1,2016-11,2016-Weekday,2016-Friday
03122016,3/12/2016,3,12,2016,March,Saturday,Weekend,11,Quarter 1,2016-March,2016-Quarter 1,2016-11,2016-Weekend,2016-Saturday
03132016,3/13/2016,3,13,2016,March,Sunday,Weekend,12,Quarter 1,2016-March,2016-Quarter 1,2016-12,2016-Weekend,2016-Sunday
03142016,3/14/2016,3,14,2016,March,Monday,Weekday,12,Quarter 1,2016-March,2016-Quarter 1,2016-12,2016-Weekday,2016-Monday
03152016,3/15/2016,3,15,2016,March,Tuesday,Weekday,12,Quarter 1,2016-March,2016-Quarter 1,2016-12,2016-Weekday,2016-Tuesday
03162016,3/16/2016,3,16,2016,March,Wednesday,Weekday,12,Quarter 1,2016-March,2016-Quarter 1,2016-12,2016-Weekday,2016-Wednesday
03172016,3/17/2016,3,17,2016,March,Thursday,Weekday,12,Quarter 1,2016-March,2016-Quarter 1,2016-12,2016-Weekday,2016-Thursday
03182016,3/18/2016,3,18,2016,March,Friday,Weekday,12,Quarter 1,2016-March,2016-Quarter 1,2016-12,2016-Weekday,2016-Friday
03192016,3/19/2016,3,19,2016,March,Saturday,Weekend,12,Quarter 1,2016-March,2016-Quarter 1,2016-12,2016-Weekend,2016-Saturday
03202016,3/20/2016,3,20,2016,March,Sunday,Weekend,13,Quarter 1,2016-March,2016-Quarter 1,2016-13,2016-Weekend,2016-Sunday
03212016,3/21/2016,3,21,2016,March,Monday,Weekday,13,Quarter 1,2016-March,2016-Quarter 1,2016-13,2016-Weekday,2016-Monday
03222016,3/22/2016,3,22,2016,March,Tuesday,Weekday,13,Quarter 1,2016-March,2016-Quarter 1,2016-13,2016-Weekday,2016-Tuesday
03232016,3/23/2016,3,23,2016,March,Wednesday,Weekday,13,Quarter 1,2016-March,2016-Quarter 1,2016-13,2016-Weekday,2016-Wednesday
03242016,3/24/2016,3,24,2016,March,Thursday,Weekday,13,Quarter 1,2016-March,2016-Quarter 1,2016-13,2016-Weekday,2016-Thursday
03252016,3/25/2016,3,25,2016,March,Friday,Weekday,13,Quarter 1,2016-March,2016-Quarter 1,2016-13,2016-Weekday,2016-Friday
03262016,3/26/2016,3,26,2016,March,Saturday,Weekend,13,Quarter 1,2016-March,2016-Quarter 1,2016-13,2016-Weekend,2016-Saturday
03272016,3/27/2016,3,27,2016,March,Sunday,Weekend,14,Quarter 1,2016-March,2016-Quarter 1,2016-14,2016-Weekend,2016-Sunday
03282016,3/28/2016,3,28,2016,March,Monday,Weekday,14,Quarter 1,2016-March,2016-Quarter 1,2016-14,2016-Weekday,2016-Monday
03292016,3/29/2016,3,29,2016,March,Tuesday,Weekday,14,Quarter 1,2016-March,2016-Quarter 1,2016-14,2016-Weekday,2016-Tuesday
03302016,3/30/2016,3,30,2016,March,Wednesday,Weekday,14,Quarter 1,2016-March,2016-Quarter 1,2016-14,2016-Weekday,2016-Wednesday
03312016,3/31/2016,3,31,2016,March,Thursday,Weekday,14,Quarter 1,2016-March,2016-Quarter 1,2016-14,2016-Weekday,2016-Thursday
04012016,4/1/2016,4,1,2016,April,Friday,Weekday,14,Quarter 2,2016-April,2016-Quarter 2,2016-14,2016-Weekday,2016-Friday
04022016,4/2/2016,4,2,2016,April,Saturday,Weekend,14,Quarter 2,2016-April,2016-Quarter 2,2016-14,2016-Weekend,2016-Saturday
04032016,4/3/2016,4,3,2016,April,Sunday,Weekend,15,Quarter 2,2016-April,2016-Quarter 2,2016-15,2016-Weekend,2016-Sunday
04042016,4/4/2016,4,4,2016,April,Monday,Weekday,15,Quarter 2,2016-April,2016-Quarter 2,2016-15,2016-Weekday,2016-Monday
04052016,4/5/2016,4,5,2016,April,Tuesday,Weekday,15,Quarter 2,2016-April,2016-Quarter 2,2016-15,2016-Weekday,2016-Tuesday
04062016,4/6/2016,4,6,2016,April,Wednesday,Weekday,15,Quarter 2,2016-April,2016-Quarter 2,2016-15,2016-Weekday,2016-Wednesday
04072016,4/7/2016,4,7,2016,April,Thursday,Weekday,15,Quarter 2,2016-April,2016-Quarter 2,2016-15,2016-Weekday,2016-Thursday
04082016,4/8/2016,4,8,2016,April,Friday,Weekday,15,Quarter 2,2016-April,2016-Quarter 2,2016-15,2016-Weekday,2016-Friday
04092016,4/9/2016,4,9,2016,April,Saturday,Weekend,15,Quarter 2,2016-April,2016-Quarter 2,2016-15,2016-Weekend,2016-Saturday
04102016,4/10/2016,4,10,2016,April,Sunday,Weekend,16,Quarter 2,2016-April,2016-Quarter 2,2016-16,2016-Weekend,2016-Sunday
04112016,4/11/2016,4,11,2016,April,Monday,Weekday,16,Quarter 2,2016-April,2016-Quarter 2,2016-16,2016-Weekday,2016-Monday
04122016,4/12/2016,4,12,2016,April,Tuesday,Weekday,16,Quarter 2,2016-April,2016-Quarter 2,2016-16,2016-Weekday,2016-Tuesday
04132016,4/13/2016,4,13,2016,April,Wednesday,Weekday,16,Quarter 2,2016-April,2016-Quarter 2,2016-16,2016-Weekday,2016-Wednesday
04142016,4/14/2016,4,14,2016,April,Thursday,Weekday,16,Quarter 2,2016-April,2016-Quarter 2,2016-16,2016-Weekday,2016-Thursday
04152016,4/15/2016,4,15,2016,April,Friday,Weekday,16,Quarter 2,2016-April,2016-Quarter 2,2016-16,2016-Weekday,2016-Friday
04162016,4/16/2016,4,16,2016,April,Saturday,Weekend,16,Quarter 2,2016-April,2016-Quarter 2,2016-16,2016-Weekend,2016-Saturday
04172016,4/17/2016,4,17,2016,April,Sunday,Weekend,17,Quarter 2,2016-April,2016-Quarter 2,2016-17,2016-Weekend,2016-Sunday
04182016,4/18/2016,4,18,2016,April,Monday,Weekday,17,Quarter 2,2016-April,2016-Quarter 2,2016-17,2016-Weekday,2016-Monday
04192016,4/19/2016,4,19,2016,April,Tuesday,Weekday,17,Quarter 2,2016-April,2016-Quarter 2,2016-17,2016-Weekday,2016-Tuesday
04202016,4/20/2016,4,20,2016,April,Wednesday,Weekday,17,Quarter 2,2016-April,2016-Quarter 2,2016-17,2016-Weekday,2016-Wednesday
04212016,4/21/2016,4,21,2016,April,Thursday,Weekday,17,Quarter 2,2016-April,2016-Quarter 2,2016-17,2016-Weekday,2016-Thursday
04222016,4/22/2016,4,22,2016,April,Friday,Weekday,17,Quarter 2,2016-April,2016-Quarter 2,2016-17,2016-Weekday,2016-Friday
04232016,4/23/2016,4,23,2016,April,Saturday,Weekend,17,Quarter 2,2016-April,2016-Quarter 2,2016-17,2016-Weekend,2016-Saturday
04242016,4/24/2016,4,24,2016,April,Sunday,Weekend,18,Quarter 2,2016-April,2016-Quarter 2,2016-18,2016-Weekend,2016-Sunday
04252016,4/25/2016,4,25,2016,April,Monday,Weekday,18,Quarter 2,2016-April,2016-Quarter 2,2016-18,2016-Weekday,2016-Monday
04262016,4/26/2016,4,26,2016,April,Tuesday,Weekday,18,Quarter 2,2016-April,2016-Quarter 2,2016-18,2016-Weekday,2016-Tuesday
04272016,4/27/2016,4,27,2016,April,Wednesday,Weekday,18,Quarter 2,2016-April,2016-Quarter 2,2016-18,2016-Weekday,2016-Wednesday
04282016,4/28/2016,4,28,2016,April,Thursday,Weekday,18,Quarter 2,2016-April,2016-Quarter 2,2016-18,2016-Weekday,2016-Thursday
04292016,4/29/2016,4,29,2016,April,Friday,Weekday,18,Quarter 2,2016-April,2016-Quarter 2,2016-18,2016-Weekday,2016-Friday
04302016,4/30/2016,4,30,2016,April,Saturday,Weekend,18,Quarter 2,2016-April,2016-Quarter 2,2016-18,2016-Weekend,2016-Saturday
05012016,5/1/2016,5,1,2016,May,Sunday,Weekend,19,Quarter 2,2016-May,2016-Quarter 2,2016-19,2016-Weekend,2016-Sunday
05022016,5/2/2016,5,2,2016,May,Monday,Weekday,19,Quarter 2,2016-May,2016-Quarter 2,2016-19,2016-Weekday,2016-Monday
05032016,5/3/2016,5,3,2016,May,Tuesday,Weekday,19,Quarter 2,2016-May,2016-Quarter 2,2016-19,2016-Weekday,2016-Tuesday
05042016,5/4/2016,5,4,2016,May,Wednesday,Weekday,19,Quarter 2,2016-May,2016-Quarter 2,2016-19,2016-Weekday,2016-Wednesday
05052016,5/5/2016,5,5,2016,May,Thursday,Weekday,19,Quarter 2,2016-May,2016-Quarter 2,2016-19,2016-Weekday,2016-Thursday
05062016,5/6/2016,5,6,2016,May,Friday,Weekday,19,Quarter 2,2016-May,2016-Quarter 2,2016-19,2016-Weekday,2016-Friday
05072016,5/7/2016,5,7,2016,May,Saturday,Weekend,19,Quarter 2,2016-May,2016-Quarter 2,2016-19,2016-Weekend,2016-Saturday
05082016,5/8/2016,5,8,2016,May,Sunday,Weekend,20,Quarter 2,2016-May,2016-Quarter 2,2016-20,2016-Weekend,2016-Sunday
05092016,5/9/2016,5,9,2016,May,Monday,Weekday,20,Quarter 2,2016-May,2016-Quarter 2,2016-20,2016-Weekday,2016-Monday
05102016,5/10/2016,5,10,2016,May,Tuesday,Weekday,20,Quarter 2,2016-May,2016-Quarter 2,2016-20,2016-Weekday,2016-Tuesday
05112016,5/11/2016,5,11,2016,May,Wednesday,Weekday,20,Quarter 2,2016-May,2016-Quarter 2,2016-20,2016-Weekday,2016-Wednesday
05122016,5/12/2016,5,12,2016,May,Thursday,Weekday,20,Quarter 2,2016-May,2016-Quarter 2,2016-20,2016-Weekday,2016-Thursday
05132016,5/13/2016,5,13,2016,May,Friday,Weekday,20,Quarter 2,2016-May,2016-Quarter 2,2016-20,2016-Weekday,2016-Friday
05142016,5/14/2016,5,14,2016,May,Saturday,Weekend,20,Quarter 2,2016-May,2016-Quarter 2,2016-20,2016-Weekend,2016-Saturday
05152016,5/15/2016,5,15,2016,May,Sunday,Weekend,21,Quarter 2,2016-May,2016-Quarter 2,2016-21,2016-Weekend,2016-Sunday
05162016,5/16/2016,5,16,2016,May,Monday,Weekday,21,Quarter 2,2016-May,2016-Quarter 2,2016-21,2016-Weekday,2016-Monday
05172016,5/17/2016,5,17,2016,May,Tuesday,Weekday,21,Quarter 2,2016-May,2016-Quarter 2,2016-21,2016-Weekday,2016-Tuesday
05182016,5/18/2016,5,18,2016,May,Wednesday,Weekday,21,Quarter 2,2016-May,2016-Quarter 2,2016-21,2016-Weekday,2016-Wednesday
05192016,5/19/2016,5,19,2016,May,Thursday,Weekday,21,Quarter 2,2016-May,2016-Quarter 2,2016-21,2016-Weekday,2016-Thursday
05202016,5/20/2016,5,20,2016,May,Friday,Weekday,21,Quarter 2,2016-May,2016-Quarter 2,2016-21,2016-Weekday,2016-Friday
05212016,5/21/2016,5,21,2016,May,Saturday,Weekend,21,Quarter 2,2016-May,2016-Quarter 2,2016-21,2016-Weekend,2016-Saturday
05222016,5/22/2016,5,22,2016,May,Sunday,Weekend,22,Quarter 2,2016-May,2016-Quarter 2,2016-22,2016-Weekend,2016-Sunday
05232016,5/23/2016,5,23,2016,May,Monday,Weekday,22,Quarter 2,2016-May,2016-Quarter 2,2016-22,2016-Weekday,2016-Monday
05242016,5/24/2016,5,24,2016,May,Tuesday,Weekday,22,Quarter 2,2016-May,2016-Quarter 2,2016-22,2016-Weekday,2016-Tuesday
05252016,5/25/2016,5,25,2016,May,Wednesday,Weekday,22,Quarter 2,2016-May,2016-Quarter 2,2016-22,2016-Weekday,2016-Wednesday
05262016,5/26/2016,5,26,2016,May,Thursday,Weekday,22,Quarter 2,2016-May,2016-Quarter 2,2016-22,2016-Weekday,2016-Thursday
05272016,5/27/2016,5,27,2016,May,Friday,Weekday,22,Quarter 2,2016-May,2016-Quarter 2,2016-22,2016-Weekday,2016-Friday
05282016,5/28/2016,5,28,2016,May,Saturday,Weekend,22,Quarter 2,2016-May,2016-Quarter 2,2016-22,2016-Weekend,2016-Saturday
05292016,5/29/2016,5,29,2016,May,Sunday,Weekend,23,Quarter 2,2016-May,2016-Quarter 2,2016-23,2016-Weekend,2016-Sunday
05302016,5/30/2016,5,30,2016,May,Monday,Weekday,23,Quarter 2,2016-May,2016-Quarter 2,2016-23,2016-Weekday,2016-Monday
05312016,5/31/2016,5,31,2016,May,Tuesday,Weekday,23,Quarter 2,2016-May,2016-Quarter 2,2016-23,2016-Weekday,2016-Tuesday
06012016,6/1/2016,6,1,2016,June,Wednesday,Weekday,23,Quarter 2,2016-June,2016-Quarter 2,2016-23,2016-Weekday,2016-Wednesday
06022016,6/2/2016,6,2,2016,June,Thursday,Weekday,23,Quarter 2,2016-June,2016-Quarter 2,2016-23,2016-Weekday,2016-Thursday
06032016,6/3/2016,6,3,2016,June,Friday,Weekday,23,Quarter 2,2016-June,2016-Quarter 2,2016-23,2016-Weekday,2016-Friday
06042016,6/4/2016,6,4,2016,June,Saturday,Weekend,23,Quarter 2,2016-June,2016-Quarter 2,2016-23,2016-Weekend,2016-Saturday
06052016,6/5/2016,6,5,2016,June,Sunday,Weekend,24,Quarter 2,2016-June,2016-Quarter 2,2016-24,2016-Weekend,2016-Sunday
06062016,6/6/2016,6,6,2016,June,Monday,Weekday,24,Quarter 2,2016-June,2016-Quarter 2,2016-24,2016-Weekday,2016-Monday
06072016,6/7/2016,6,7,2016,June,Tuesday,Weekday,24,Quarter 2,2016-June,2016-Quarter 2,2016-24,2016-Weekday,2016-Tuesday
06082016,6/8/2016,6,8,2016,June,Wednesday,Weekday,24,Quarter 2,2016-June,2016-Quarter 2,2016-24,2016-Weekday,2016-Wednesday
06092016,6/9/2016,6,9,2016,June,Thursday,Weekday,24,Quarter 2,2016-June,2016-Quarter 2,2016-24,2016-Weekday,2016-Thursday
06102016,6/10/2016,6,10,2016,June,Friday,Weekday,24,Quarter 2,2016-June,2016-Quarter 2,2016-24,2016-Weekday,2016-Friday
06112016,6/11/2016,6,11,2016,June,Saturday,Weekend,24,Quarter 2,2016-June,2016-Quarter 2,2016-24,2016-Weekend,2016-Saturday
06122016,6/12/2016,6,12,2016,June,Sunday,Weekend,25,Quarter 2,2016-June,2016-Quarter 2,2016-25,2016-Weekend,2016-Sunday
06132016,6/13/2016,6,13,2016,June,Monday,Weekday,25,Quarter 2,2016-June,2016-Quarter 2,2016-25,2016-Weekday,2016-Monday
06142016,6/14/2016,6,14,2016,June,Tuesday,Weekday,25,Quarter 2,2016-June,2016-Quarter 2,2016-25,2016-Weekday,2016-Tuesday
06152016,6/15/2016,6,15,2016,June,Wednesday,Weekday,25,Quarter 2,2016-June,2016-Quarter 2,2016-25,2016-Weekday,2016-Wednesday
06162016,6/16/2016,6,16,2016,June,Thursday,Weekday,25,Quarter 2,2016-June,2016-Quarter 2,2016-25,2016-Weekday,2016-Thursday
06172016,6/17/2016,6,17,2016,June,Friday,Weekday,25,Quarter 2,2016-June,2016-Quarter 2,2016-25,2016-Weekday,2016-Friday
06182016,6/18/2016,6,18,2016,June,Saturday,Weekend,25,Quarter 2,2016-June,2016-Quarter 2,2016-25,2016-Weekend,2016-Saturday
06192016,6/19/2016,6,19,2016,June,Sunday,Weekend,26,Quarter 2,2016-June,2016-Quarter 2,2016-26,2016-Weekend,2016-Sunday
06202016,6/20/2016,6,20,2016,June,Monday,Weekday,26,Quarter 2,2016-June,2016-Quarter 2,2016-26,2016-Weekday,2016-Monday
06212016,6/21/2016,6,21,2016,June,Tuesday,Weekday,26,Quarter 2,2016-June,2016-Quarter 2,2016-26,2016-Weekday,2016-Tuesday
06222016,6/22/2016,6,22,2016,June,Wednesday,Weekday,26,Quarter 2,2016-June,2016-Quarter 2,2016-26,2016-Weekday,2016-Wednesday
06232016,6/23/2016,6,23,2016,June,Thursday,Weekday,26,Quarter 2,2016-June,2016-Quarter 2,2016-26,2016-Weekday,2016-Thursday
06242016,6/24/2016,6,24,2016,June,Friday,Weekday,26,Quarter 2,2016-June,2016-Quarter 2,2016-26,2016-Weekday,2016-Friday
